pass_id,snr_mean,snr_min,snr_max,snr_std,snr_p10,snr_p25,snr_p50,snr_p75,snr_p90,fade_count,outage_time_s,snr_slope
TS_PASS_00093,-4.490173913043479,-9.095,0.979,1.78414935649345,-6.3636,-5.808,-4.602,-3.409,-2.477199999999999,68,320,0.00045294117513840806
TS_PASS_00094,-8.507176470588236,-11.819,-3.452,1.563021735398686,-10.713,-9.507,-8.44,-7.501,-6.7623999999999995,85,425,0.0003333333325396839
TS_PASS_00095,14.338684210526317,11.167,18.362,1.705410697646004,12.3224,13.150500000000001,13.988,15.5895,16.773000000000003,0,0,-0.002748936164363965
TS_PASS_00096,-1.6162871287128713,-6.386,2.255,1.7531539857511438,-3.639,-2.789,-1.496,-0.333,0.315,86,200,-0.0045939999908120015
TS_PASS_00097,18.674788235294116,14.906,22.223,1.687066455639476,16.4748,17.601,18.668,19.933,20.9312,0,0,0.0021047618997505637
TS_PASS_00098,-7.145794871794871,-12.199,-2.67,1.8128672031850426,-9.0046,-8.18425,-7.4094999999999995,-5.922000000000001,-4.8496,78,390,0.002233766227964242
TS_PASS_00099,25.348781818181816,20.991,28.767,1.5849549943815051,23.534399999999998,24.2795,25.298000000000002,26.44625,27.552500000000002,0,0,-0.004616513752997225
TS_PASS_00100,8.668044776119403,3.733,13.498,1.8895907669788756,6.3276,7.5504999999999995,8.901,10.0095,10.8116,0,0,-0.0003666666655555569
TS_PASS_00101,4.9566739130434785,-0.11,7.934,1.6200188277803902,3.3185000000000002,3.713,4.881,6.08125,7.241,1,0,-0.004937777755832098
TS_PASS_00102,6.028432098765432,0.331,10.831,1.9073371389030322,3.776,4.908,6.083,7.237,8.372,0,0,-0.0034449999913875005
TS_PASS_00103,11.198461538461542,7.772,16.473,1.8276289858883208,8.8581,9.694749999999999,11.2875,12.1165,13.030700000000001,0,0,0.0058509803692118455
TS_PASS_00104,-1.2075918367346938,-4.187,2.152,1.344424221168294,-3.2218,-2.00275,-1.0305,-0.34025,0.4924999999999997,80,125,0.005865979369348496
TS_PASS_00105,2.7592452830188683,-1.501,7.213,1.806899616153346,0.15220000000000006,1.795,3.162,3.656,5.129000000000001,5,0,0.006434615359866863
TS_PASS_00106,17.697076923076924,13.259,21.082,1.6041150829074096,15.7052,16.8175,17.48,18.909,19.789,0,0,-0.01634736833501384
TS_PASS_00107,-8.769276595744682,-13.961,-5.025,2.0081461303753776,-10.886199999999999,-10.006,-8.842,-7.379,-6.2364000000000015,47,235,-0.02292173903077505
TS_PASS_00108,2.3909561403508772,-2.636,6.674,1.6385859510959329,0.30540000000000006,1.28975,2.4995,3.4852499999999997,4.489800000000001,8,5,-0.0011893805288683528
TS_PASS_00109,25.66095555555556,21.719,28.991,1.5581226517911522,23.6766,24.6435,25.889499999999998,26.747,27.5694,0,0,-0.0036516853850523923
TS_PASS_00110,-13.390116279069767,-17.498,-9.969,1.6894976576830132,-15.769,-14.599499999999999,-13.44,-12.1305,-11.4576,43,215,0.00541904759324263
TS_PASS_00111,9.044693333333333,5.873,13.309,1.6531428570923794,6.7706,8.129999999999999,8.966,9.848500000000001,11.232200000000002,0,0,0.0004108108097005093
TS_PASS_00112,10.897952830188679,7.018,15.442,1.6271428332085052,8.847999999999999,9.79475,10.9215,12.007000000000001,12.743500000000001,0,0,0.010038095218975057
TS_PASS_00113,17.76115909090909,14.008,20.68,1.8261846583815848,15.0806,16.5355,17.8795,19.070999999999998,20.1643,0,0,-0.0002465116267604149
TS_PASS_00114,-1.915329268292683,-5.842,0.805,1.291203806388121,-3.6494,-2.4372499999999997,-1.9005,-1.013,-0.5782999999999999,78,180,0.010162962937869226
TS_PASS_00115,5.698627118644068,2.3,9.546,1.6041372980917143,3.6616000000000004,4.6419999999999995,5.6935,6.758749999999999,7.9153,0,0,-0.0001794871791803645
TS_PASS_00116,3.8703061224489796,0.247,6.915,1.8863303669367735,0.8234,2.614,4.094,5.44,6.1926,0,0,0.000816666663263889
TS_PASS_00117,1.8727500000000001,-2.262,6.105,1.6747858521204921,-0.2783999999999998,0.7975000000000001,1.9475,2.88675,3.741199999999999,13,15,-0.0046523364399021746
TS_PASS_00118,14.254309523809525,9.861,20.048,1.7846955120864954,12.3472,13.18025,14.079,15.381,16.344,0,0,-0.0016795180682421232
TS_PASS_00119,-9.01163551401869,-14.829,-4.423,1.8487362917668284,-11.2022,-10.060500000000001,-8.897,-7.799,-6.7816,107,535,0.01189245280775009
TS_PASS_00120,28.023851851851855,25.335,31.48,1.504555999565953,26.2588,26.662,28.196,28.9535,30.134700000000002,0,0,0.0029396226304165183
TS_PASS_00121,6.838423913043477,2.824,10.955,1.7602036457880543,4.4504,5.4879999999999995,6.9795,7.86875,8.9093,0,0,-0.0031450549381427367
TS_PASS_00122,-8.612094594594593,-13.115,-5.152,1.7234372174243,-10.952399999999999,-9.649,-8.4785,-7.35775,-6.5783,74,370,0.004624657521576282
TS_PASS_00123,2.131583333333333,-2.685,6.619,1.81502476179051,0.09400000000000013,0.8492500000000001,1.891,3.10675,4.9142,8,5,0.0018530120437276819
TS_PASS_00124,2.9379339622641507,-2.417,6.703,1.7933439791948695,0.8414999999999999,1.705,2.799,4.1555,5.503,6,5,0.0012285714262312926
TS_PASS_00125,-5.658736363636364,-11.449,-1.791,1.730902899840914,-7.8357,-6.8735,-5.461,-4.6745,-3.3544999999999985,110,540,-0.0004513761459607769
TS_PASS_00126,17.32696,12.113,20.609,1.6937083333325134,15.2588,16.397,17.471,18.43425,19.3536,0,0,0.0035020408020324813
TS_PASS_00127,9.96075641025641,6.925,14.583,1.7099112901408706,7.7554,8.73175,10.043,11.144,12.0228,0,0,-0.005046753233644798
TS_PASS_00128,17.815209677419357,13.672,23.672,1.8787529678219796,15.2814,16.54875,17.765,18.99975,20.0612,0,0,-0.0005737704899220605
TS_PASS_00129,3.164625,-0.581,7.99,1.733690850906775,0.9601,2.0637499999999998,3.0060000000000002,4.2532499999999995,5.543500000000001,3,0,0.0002576576571934096
TS_PASS_00130,20.851598214285712,17.135,23.846,1.499183113635922,18.6223,20.0235,20.9065,21.91975,22.632,0,0,0.0035099099035857486
TS_PASS_00131,12.402451612903226,8.008,16.085,1.714799392738436,10.5752,11.2575,12.4955,13.47775,14.6515,0,0,0.00010819672095673616
TS_PASS_00132,-3.742387096774194,-8.125,1.665,1.7918954704551848,-5.9502,-4.972,-3.799,-2.384,-1.5072000000000003,92,385,-0.005747826074461248
TS_PASS_00133,11.090479166666666,6.706,13.698,1.6842448603353293,8.745800000000001,9.79825,11.567499999999999,12.334,13.0355,0,0,0.014412765896115893
TS_PASS_00134,16.38084,13.332,19.965,1.5220544847015165,14.4644,15.68625,16.271,17.27975,18.1053,0,0,-0.012048979542657233
TS_PASS_00135,-12.4825,-16.291,-9.317,1.5104043443175519,-14.319700000000001,-13.611,-12.3565,-11.4165,-10.461,60,300,0.002464406771307097
TS_PASS_00136,5.460202898550725,1.947,10.523,1.6661571474478625,3.4778,4.365,5.452,6.532,7.368800000000001,0,0,-0.0009764705853633214
TS_PASS_00137,19.65668181818182,16.806,24.508,1.6256367531849742,17.7138,18.569000000000003,19.662,20.5645,21.411900000000003,0,0,0.0009023255771984813
TS_PASS_00138,-10.317255319148936,-15.373,-6.164,1.7524970812867322,-12.353800000000001,-11.5855,-10.28,-9.343,-8.5596,47,235,0.015447826019792056
TS_PASS_00139,-0.32225471698113206,-4.784,4.547,1.8705974127006266,-2.694,-1.5499999999999998,-0.4805,0.8065,2.365,63,90,0.0032609523747410434
TS_PASS_00140,16.910689189189185,13.307,21.301,1.84483094461456,14.6949,15.489,16.6595,18.064999999999998,19.615499999999997,0,0,0.003643835606455245
TS_PASS_00141,9.903235294117646,6.402,13.725,1.6486806536069545,7.761,8.656,9.886,11.066,12.162600000000001,0,0,4.761904750566792e-05
TS_PASS_00142,15.741086956521736,12.625,19.497,1.6000888131069062,13.709,14.3275,15.7385,17.02375,17.6675,0,0,0.013022222164345678
TS_PASS_00143,6.672663461538463,0.082,10.951,1.7253609856991183,4.5877,5.72375,6.6315,7.70125,8.884800000000002,0,0,-0.003873786400245077
TS_PASS_00144,4.159278688524591,0.796,8.558,1.5874288225287458,2.019,3.118,4.093,5.015,6.443,0,0,-0.0033599999887999987
TS_PASS_00145,13.67722,8.891,17.884,1.8192158452476166,11.457799999999999,12.022,13.986,15.113,15.844100000000001,0,0,-0.004791836715135366
TS_PASS_00146,-11.426734042553193,-15.473,-7.146,1.8095132834228265,-13.9875,-12.3985,-11.524000000000001,-10.267,-9.0258,94,470,-0.0021720430060816315
TS_PASS_00147,15.27834426229508,9.662,20.197,2.0119779834962497,12.914,13.888,15.331,16.618,17.872,0,0,0.0005533333314888842
TS_PASS_00148,3.1753802816901406,-1.406,7.474,1.5162910212157954,1.512,2.198,2.976,3.958,5.318,1,0,0.005805714269126531
TS_PASS_00149,7.376250000000001,3.392,10.652,1.816683705959846,4.8879,6.39,7.404,8.61975,9.6825,0,0,-0.009176470552249136
TS_PASS_00150,15.197654545454544,11.463,18.665,1.5065954300183133,13.4208,14.1145,15.258500000000002,16.197499999999998,17.026699999999998,0,0,-0.0025944954080834976
TS_PASS_00151,21.116702970297027,17.608,24.569,1.6414967665352351,18.839,19.787,21.303,22.314,23.047,0,0,0.006883999986232001
TS_PASS_00152,15.784628571428572,9.474,20.141,1.7548704483842235,14.0992,14.638,15.635,17.099,17.8832,0,0,-0.006261538449497042
TS_PASS_00153,20.516353982300885,15.977,25.401,1.7587696369219243,18.3412,19.648,20.688,21.612,22.5234,0,0,0.00314642856580995
TS_PASS_00154,13.733058823529413,10.026,17.651,1.588317829010163,11.517199999999999,12.660499999999999,13.878,14.6995,15.598,0,0,0.00316237623136163
TS_PASS_00155,-0.7254038461538461,-4.472,2.518,1.4673290918643171,-2.7839,-1.682,-0.704,0.31275,1.2800000000000002,70,110,-0.0006854368918729376
TS_PASS_00156,21.281025,17.793,24.706,1.63343793863587,18.900299999999998,20.42675,21.421999999999997,22.25675,23.2112,0,0,0.0009088607571927531
TS_PASS_00157,7.953141666666666,3.462,12.752,1.6515998571881412,5.8133,7.17575,8.0545,9.046,9.9803,0,0,-0.0007848739482607155
TS_PASS_00158,16.401838235294115,13.37,19.718,1.5908497693176629,14.232700000000001,15.34825,16.164,17.527749999999997,18.8488,0,0,0.001779104472301181
TS_PASS_00159,8.127703296703297,4.423,12.353,1.627303942340939,6.068,7.1475,8.133,9.047,9.879,0,0,0.002375555550276543
TS_PASS_00160,16.421397435897436,11.766,19.989,1.6702438662704133,14.209000000000001,15.508500000000002,16.479,17.579,18.422,0,0,0.006657142839851574
TS_PASS_00161,0.971875,-3.399,5.234,1.5708573644271462,-1.0340999999999998,-0.09625,0.9635,1.9957500000000001,2.729199999999999,24,15,-0.007252873546545119
TS_PASS_00162,23.495279069767445,19.286,27.771,1.7231163402742327,21.243,22.366500000000002,23.621499999999997,24.603749999999998,25.975,0,0,-0.0005482352928276829
TS_PASS_00163,1.634390804597701,-2.188,4.83,1.5739281728366064,-0.231,0.591,1.317,2.8745000000000003,3.7862,11,5,-0.0033860465037533804
TS_PASS_00164,13.425560606060605,10.346,18.02,1.5133271605346128,11.348,12.125,13.6175,14.57775,15.061,0,0,0.005741538443872194
TS_PASS_00165,0.4583047619047619,-3.404,4.667,1.8811561749996275,-2.0842,-0.992,0.451,1.917,3.2510000000000003,43,75,-0.006494230756741864
TS_PASS_00166,-2.0649313725490197,-5.792,1.873,1.4965010449856742,-3.9722,-3.0540000000000003,-2.135,-1.1022500000000002,0.14400000000000068,90,295,0.003972277219856876
TS_PASS_00167,7.945942307692308,4.375,11.92,1.6179255344833197,5.9845,6.8155,7.916,9.195,9.945500000000001,0,0,0.00470097086465831
TS_PASS_00168,23.680435294117654,19.053,28.834,1.8285404043988287,21.3504,22.45,23.53,24.844,25.9744,0,0,-0.0014857142821768762
TS_PASS_00169,3.6282434782608695,-1.162,6.816,1.6826475028891839,1.4624,2.5765000000000002,3.918,4.8215,5.467800000000001,4,0,0.0021421052593998155
TS_PASS_00170,13.419934579439255,9.537,16.716,1.6542138052492366,11.2464,12.253,13.541,14.6665,15.782,0,0,0.002294339618312569
TS_PASS_00171,-6.404508620689655,-11.732,-2.445,1.584730192937726,-8.318999999999999,-7.493,-6.4305,-5.346500000000001,-4.545999999999999,116,580,0.00032347826030699426
TS_PASS_00172,18.01994366197183,12.207,24.25,1.7061954289870926,16.115,17.06,17.988,19.057000000000002,19.701,0,0,0.002971428562938783
TS_PASS_00173,-9.255567567567567,-13.713,-5.05,1.7468290944091422,-11.432,-10.487,-9.414,-7.8454999999999995,-6.97,111,555,0.003743636356829754
TS_PASS_00174,13.046837837837838,9.69,14.879,1.2360327887174005,11.190800000000001,12.466,13.26,13.806,14.5898,0,0,0.01784999990083334
TS_PASS_00175,17.73935897435897,13.988,21.717,1.6361662531324699,15.7226,16.517,17.656,18.74,19.789,0,0,0.0009948275844916764
TS_PASS_00176,-2.5668367346938776,-6.265,1.757,1.7873205558217047,-4.8031,-3.9175,-2.6020000000000003,-1.265,-0.14750000000000027,89,330,0.004872164938407907
TS_PASS_00177,5.566475728155339,1.797,9.937,1.6274678995218261,3.4144,4.5695,5.577,6.753,7.6042000000000005,0,0,-0.0033411764640369082
TS_PASS_00178,24.714282828282826,19.708,28.827,1.7869606160294877,22.395599999999998,23.695999999999998,24.838,26.014499999999998,26.9392,0,0,0.0005857142845189557
