pass_id,pass_duration_s,max_elevation_deg,tx_freq_hz,tx_power_dbm,modem_bandwidth_hz,recent_mean_snr_db,rain_rate_mmhr_at_GS,battery_voltage_v,pa_temperature_C,payload_size_bytes,max_bytes_transferable,can_send_all,recommended_compression_ratio
TS_PASS_00021,373,66.32198646657768,2200000000.0,20.71610101919889,500000,9.942543795957324,0.5,7.220173934209355,51.47924697523867,5000000000,7902397,0,0.0016
TS_PASS_00022,415,39.14609847612975,2200000000.0,12.094725294917579,250000,7.886676701108207,0.0,6.667847042111764,48.70198651177554,5000000000,1573504,0,0.0003
TS_PASS_00023,427,53.05826659483674,2200000000.0,13.83006817607113,250000,7.712389814295189,1.0,7.422313758642054,54.60186731382397,100000000,2410801,0,0.0241
TS_PASS_00024,517,53.713594729149264,437000000.0,25.412153645422485,500000,7.471610466170635,0.5,7.0118842540988116,66.18919398281668,10000000,81077071,1,1.0
TS_PASS_00025,436,67.77019084542428,2200000000.0,12.754154412053982,500000,3.82659102182763,0.0,7.513572095781977,56.614430692216246,10000000,2370647,0,0.2371
TS_PASS_00026,281,64.91030396779513,2200000000.0,21.674769802852794,250000,3.1626642294615195,0.5,7.4693832215502765,51.249627497420676,100000000,7179023,0,0.0718
TS_PASS_00027,307,73.88378454323318,437000000.0,19.109330941060037,500000,10.17620969068439,0.0,7.544044885345362,44.49558734124935,1000000000,44966949,0,0.045
TS_PASS_00028,426,60.04140366782819,437000000.0,27.749783535401583,125000,10.584386863633512,0.0,6.961828467469621,47.16455549077238,1000000000,24599824,0,0.0246
TS_PASS_00029,356,82.9459192742769,2200000000.0,18.4987463444509,500000,7.203856709274933,0.5,7.5483417837056965,26.73952724414678,100000000,10902218,0,0.109
TS_PASS_00030,385,56.34791702779469,2200000000.0,24.488530368003907,500000,10.677102000587613,0.2,7.473990418510797,53.81155076248838,100000000,22936608,0,0.2294
TS_PASS_00031,429,33.07843047539861,437000000.0,18.28401947652214,125000,14.070956490713499,1.0,7.706486437991281,60.19429297302416,5000000000,21539700,0,0.0043
TS_PASS_00032,585,16.095193082128574,437000000.0,15.317149735391713,250000,5.255909461088769,0.0,7.507125097036455,43.787379851977015,1000000000,16537164,0,0.0165
TS_PASS_00033,500,46.24982194096921,437000000.0,13.888461743344262,500000,5.38020844410701,2.0,8.1882357601176,48.86744522311888,1000000000,23369022,0,0.0234
TS_PASS_00034,561,44.84478680874436,2200000000.0,15.437054754122585,125000,0.26528391260589235,5.0,7.674671705382353,53.82603740027528,5000000000,3191743,0,0.0006
TS_PASS_00035,459,65.48711732530728,437000000.0,15.493649075297515,250000,10.813387469199263,0.2,7.567322218056369,38.71842985765946,1000000000,29575655,0,0.0296
TS_PASS_00036,490,54.07404692414859,437000000.0,27.499768953826624,125000,5.162870069904521,0.5,7.209259147719194,40.22392655180374,10000000,38195641,1,1.0
TS_PASS_00037,563,56.42967652313359,2200000000.0,27.055710737486024,500000,9.153383373634878,0.0,7.188773504163013,40.849350178421176,1000000000,75424214,0,0.0754
TS_PASS_00038,412,57.67058192601904,2200000000.0,20.324688253067507,125000,17.01866051651971,0.0,7.418756826802737,53.83050425596946,5000000000,17142172,0,0.0034
TS_PASS_00039,405,23.36833644806915,437000000.0,15.02153883589528,125000,5.003649708544048,0.0,7.125668581540538,47.033826565726685,1000000000,12122087,0,0.0121
TS_PASS_00040,243,72.12364359128776,2200000000.0,23.30249547795287,125000,7.7052668042050545,1.0,7.722301130700271,57.41282528089849,10000000,11159395,1,1.0
TS_PASS_00041,183,52.474202042009935,2200000000.0,22.60972189271475,125000,11.449462449936814,0.2,7.513378878721519,60.623823768652215,5000000000,5568646,0,0.0011
TS_PASS_00042,192,27.43457763397705,2200000000.0,27.68290942870839,500000,11.176625112569116,0.2,7.793276776069438,38.45876187505242,100000000,7943223,0,0.0794
TS_PASS_00043,193,11.74638249483452,437000000.0,25.75055719479989,500000,1.3692841534280458,0.0,7.294750325118545,50.45349495982115,100000000,24261646,0,0.2426
TS_PASS_00044,505,38.73785558285083,437000000.0,25.50784119842062,500000,8.699206345681663,0.0,6.984816106723021,46.48968022344337,1000000000,71023799,0,0.071
TS_PASS_00045,455,17.84533338195819,437000000.0,19.714017108264272,125000,9.830547903908105,0.0,7.6016303537703696,43.724620313432204,100000000,23334324,0,0.2333
TS_PASS_00046,593,31.873217272111056,437000000.0,22.55310551986301,250000,3.639327432238284,1.0,6.950613182348891,37.89650092425951,5000000000,49207215,0,0.0098
TS_PASS_00047,215,44.17163999631123,2200000000.0,24.683103027319163,125000,7.690299018073763,0.2,7.803388784192579,31.503873736173485,100000000,6604956,0,0.066
TS_PASS_00048,450,60.14319132762228,2200000000.0,18.561596912159835,500000,7.183013674043939,0.0,7.175305092377647,54.12123884471711,1000000000,26024459,0,0.026
TS_PASS_00049,291,77.05006660463678,437000000.0,19.874664257834056,500000,10.118783401277913,0.0,7.342785581674918,66.09735128824855,1000000000,55818688,0,0.0558
TS_PASS_00050,214,52.9115729315224,2200000000.0,22.85379253399171,125000,4.8242232051437925,1.0,7.187423409095719,71.48192510093052,5000000000,2142769,0,0.0004
TS_PASS_00051,572,51.06334974388298,2200000000.0,27.280816651860263,125000,13.093950722143225,0.0,7.696553394643829,51.2806151579067,5000000000,19613502,0,0.0039
TS_PASS_00052,237,42.66002906795502,2200000000.0,25.297540887727454,250000,4.9479816414564874,0.0,7.830135444815264,35.94502669804747,5000000000,8908397,0,0.0018
TS_PASS_00053,550,46.984652596754906,2200000000.0,23.86873975342113,250000,11.626538171098739,0.5,7.118220551421027,57.805662064841094,100000000,24219377,0,0.2422
TS_PASS_00054,189,55.79482016920303,437000000.0,27.330035366228735,500000,8.183484343657424,1.0,7.629692938423327,33.79288362152432,10000000,44268791,1,1.0
TS_PASS_00055,583,45.817787508422036,2200000000.0,27.703147387938717,250000,8.752772739379369,2.0,7.7416130737766435,29.638642998900362,1000000000,26577753,0,0.0266
TS_PASS_00056,376,7.412934269744676,2200000000.0,17.084967847735932,250000,6.229960259858029,0.0,7.275990993946833,48.9606242891595,1000000000,574609,0,0.0006
TS_PASS_00057,238,22.20713923430763,437000000.0,21.115021022101224,125000,4.640747305460696,2.0,7.7660947368633275,22.88951193508176,5000000000,13668805,0,0.0027
TS_PASS_00058,587,47.21784209540977,437000000.0,12.398265992672377,125000,15.02279939881057,0.0,7.337939263435281,45.66820072715577,5000000000,21048774,0,0.0042
TS_PASS_00059,482,18.979599438700966,437000000.0,19.610149391275616,125000,11.803418290851127,0.0,7.560046578848698,37.97891027127075,5000000000,31712317,0,0.0063
TS_PASS_00060,481,12.864951793999861,2200000000.0,22.830351201859386,250000,6.860134836611341,0.0,7.0854892145865005,43.645618229076454,5000000000,4503669,0,0.0009
TS_PASS_00061,365,23.199275366941755,2200000000.0,19.7752982313405,500000,15.189421819651422,0.0,7.647107181768579,39.945540806096645,5000000000,4829658,0,0.001
TS_PASS_00062,180,37.128606925685276,2200000000.0,19.80365315471578,250000,3.213558270069269,0.0,7.993996918301997,42.54211471173645,100000000,1102146,0,0.011
TS_PASS_00063,455,51.38234148435054,2200000000.0,26.34228689201428,125000,2.1023891053038364,0.0,6.853987438107004,51.59919001885627,1000000000,10467697,0,0.0105
TS_PASS_00064,338,49.77489684387887,437000000.0,17.304726019041922,500000,8.221756475658296,0.0,7.5212755105782465,53.70594100909808,5000000000,35328621,0,0.0071
TS_PASS_00065,271,8.259733262858921,2200000000.0,25.987073470832005,250000,-1.7346099883075699,0.5,7.018008569356658,34.66504311045646,10000000,2436339,0,0.2436
TS_PASS_00066,423,51.56048066122623,2200000000.0,17.515985486863507,500000,-0.7321876296985934,2.0,7.632420878990891,20.738344850542667,10000000,4895006,0,0.4895
TS_PASS_00067,538,26.693584057626836,437000000.0,26.502277098284164,250000,11.357914658537519,0.2,7.889722083946161,57.95915374486269,10000000,50428247,1,1.0
TS_PASS_00068,414,41.36989715454396,2200000000.0,17.605305809720146,125000,7.622843289511619,0.0,7.299264335256396,39.56076251851866,10000000,2291753,0,0.2292
TS_PASS_00069,282,47.91024062955464,2200000000.0,19.256569166180967,125000,3.106910784677657,0.2,7.271310415844929,31.539784062398287,100000000,2759218,0,0.0276
TS_PASS_00070,490,30.384013610503906,437000000.0,21.25684077879867,500000,5.607230687518432,0.0,7.299921551020911,43.80641674944012,10000000,49655385,1,1.0
TS_PASS_00071,406,39.91824133203325,2200000000.0,13.926574278520972,125000,11.13141292965868,2.0,6.893145771655931,53.17273646884318,5000000000,3289248,0,0.0007
TS_PASS_00072,596,66.97663329139215,2200000000.0,19.791314086744407,250000,6.226163043092355,2.0,7.088012611324744,36.518816809540496,10000000,6765960,0,0.6766
TS_PASS_00073,584,48.837420366589804,437000000.0,26.251017533735855,250000,5.449464932975658,0.0,7.140818846817164,38.7199019912928,100000000,94900770,0,0.949
TS_PASS_00074,284,9.18102945715251,2200000000.0,26.331354708654345,250000,9.34340042199788,1.0,7.633045805161402,26.924886472679876,1000000000,17866793,0,0.0179
TS_PASS_00075,339,25.055549594692472,437000000.0,25.534192842380705,250000,-5.0,0.5,7.302865158239394,64.17043498950368,100000000,31439154,0,0.3144
TS_PASS_00076,463,23.940001148099345,2200000000.0,22.833553694389344,250000,10.613916129155266,0.0,7.215644657372879,49.86992052712921,5000000000,9179664,0,0.0018
TS_PASS_00077,295,73.5292274259544,437000000.0,26.56208016256985,500000,1.4065334596834687,0.0,7.468140997344653,53.19308351109667,10000000,66879032,1,1.0
TS_PASS_00078,334,37.81341982579127,437000000.0,14.743753223786841,250000,7.47371377321667,1.0,7.340320260378686,55.747950440094314,1000000000,18363055,0,0.0184
TS_PASS_00079,211,20.929871563633963,437000000.0,18.23661999225041,125000,7.653271169143625,0.2,7.481438840740847,40.13360110628288,5000000000,10210528,0,0.002
TS_PASS_00080,399,47.07716779008919,437000000.0,13.755002693288256,250000,6.158713975331655,0.0,8.089577261495103,44.937698145962635,5000000000,28896574,0,0.0058
TS_PASS_00081,408,79.64557980658746,437000000.0,24.169133602856967,125000,13.15571018917652,0.0,7.349792087955246,34.75650140579527,5000000000,19446468,0,0.0039
TS_PASS_00082,280,47.72092856574763,2200000000.0,21.272328479451716,125000,6.009160166148857,0.5,7.696059032084539,31.390428620671415,1000000000,9681895,0,0.0097
TS_PASS_00083,569,20.989965765882978,2200000000.0,18.183572489405798,250000,5.678740979064311,0.5,7.245032576998842,36.671778123591,10000000,11364625,1,1.0
TS_PASS_00084,510,53.308665830648394,2200000000.0,13.249741885362583,250000,5.064562830627464,0.2,8.141439551559186,70.91532707781192,10000000,1572095,0,0.1572
TS_PASS_00085,377,62.63724042237858,2200000000.0,26.95608563793828,250000,3.0611310015565545,0.0,7.8916738354317015,30.07492118490689,100000000,9410424,0,0.0941
TS_PASS_00086,291,36.15321549565711,437000000.0,24.403325557856924,250000,10.661790054162521,0.0,7.311577044016465,37.69420267750626,1000000000,30023704,0,0.03
TS_PASS_00087,413,49.37381888691233,2200000000.0,27.429348903134,125000,4.128640448497424,0.0,7.219116884497709,42.97937094898826,100000000,12878256,0,0.1288
TS_PASS_00088,560,76.42620210026755,437000000.0,21.778098364947297,500000,0.9839392949204839,0.0,7.503232196627001,43.36573080637096,10000000,113844000,1,1.0
TS_PASS_00089,312,55.52062406907338,437000000.0,21.381756527098222,250000,3.290674934968516,2.0,7.338802586377835,42.45818351293535,1000000000,23265450,0,0.0233
TS_PASS_00090,195,19.002386465971952,2200000000.0,25.28554783047948,125000,13.113761624614222,0.0,7.709623225220748,26.116127079000087,5000000000,5673636,0,0.0011
TS_PASS_00091,562,65.78847594968705,2200000000.0,13.773192291963905,500000,-0.6027358391103004,0.0,6.998819506216213,49.46502130253336,10000000,3369979,0,0.337
TS_PASS_00092,239,54.206052044911026,437000000.0,13.92641213187667,500000,4.157358612622889,0.0,8.038950499949566,56.8066978449999,10000000,10239898,1,1.0
TS_PASS_00093,345,28.768185211601033,2200000000.0,20.153188882197405,500000,3.8947115587310304,1.0,7.973819216058569,64.46897554898968,5000000000,5389667,0,0.0011
TS_PASS_00094,425,44.43252234039373,2200000000.0,12.45683462448735,250000,4.065315199549805,0.0,7.456551781805724,51.68091814512924,1000000000,1079434,0,0.0011
TS_PASS_00095,473,53.063403760221625,2200000000.0,23.01408199611018,125000,10.462541182085229,1.0,6.9357729693849155,43.990417563206954,1000000000,19314008,0,0.0193
TS_PASS_00096,502,16.14528017433887,2200000000.0,23.991017065712178,250000,6.385771417509372,0.0,7.5566681896248,18.460883633912985,1000000000,6681751,0,0.0067
TS_PASS_00097,424,58.89288707070099,437000000.0,24.03835356125921,500000,8.641233209272078,0.2,6.753952960372165,50.089528945863684,10000000,66962802,1,1.0
TS_PASS_00098,390,51.28765681402974,2200000000.0,16.966111986368922,250000,6.554149051327775,0.0,7.183766766601483,35.54278457638977,5000000000,1788487,0,0.0004
TS_PASS_00099,548,42.528896568535174,437000000.0,27.798273895594374,250000,0.17701722960580035,0.0,7.456238069570981,11.290919274915431,10000000,78196168,1,1.0
TS_PASS_00100,333,33.68516560257644,2200000000.0,20.777330837051302,125000,12.446512259052888,0.0,7.471686373251757,45.819847011177686,10000000,8701503,0,0.8702
TS_PASS_00101,229,57.27060173479334,2200000000.0,17.786374726857257,250000,8.326890129190204,0.5,7.135959040767757,39.36569063546299,1000000000,8015060,0,0.008
TS_PASS_00102,401,22.70710484603407,2200000000.0,16.280658552895158,125000,9.0852793630667,5.0,7.622974413742268,45.820129324290356,10000000,6014655,0,0.6015
TS_PASS_00103,258,45.63074657669267,437000000.0,13.414307223851575,125000,1.7123681489241358,0.5,7.346158355737942,48.724247216529236,10000000,8410558,0,0.8411
TS_PASS_00104,488,15.471463028599912,2200000000.0,15.916506937123788,125000,19.2877362430457,0.0,8.035195479655595,56.88109676346116,10000000,3431836,0,0.3432
TS_PASS_00105,264,56.40945664268004,437000000.0,16.526052121339433,250000,8.782932928679484,0.0,7.408226654506403,51.841389722457,100000000,6967022,0,0.0697
TS_PASS_00106,194,44.59049371148812,437000000.0,23.06153814804221,250000,1.4969315052255014,0.0,7.43972492373573,49.15085468033091,100000000,19430740,0,0.1943
TS_PASS_00107,231,32.982300259279846,2200000000.0,19.16682216268726,500000,10.254601015281333,0.0,7.872664501576626,60.9941488091956,100000000,1551190,0,0.0155
TS_PASS_00108,568,43.739808712392744,2200000000.0,22.19846597697117,125000,4.9049731453732415,0.5,7.5211300975575,57.95870941714535,5000000000,5319428,0,0.0011
TS_PASS_00109,447,45.07734983889796,437000000.0,26.63168236110281,125000,7.2398289771931665,0.0,8.237750705906459,65.93135603859548,5000000000,32381897,0,0.0065
TS_PASS_00110,213,43.29013844625561,2200000000.0,13.165341847909518,250000,2.9203998676794507,0.2,7.146367995055158,59.543964069265186,5000000000,251010,0,0.0001
TS_PASS_00111,372,36.47356716150264,437000000.0,12.743764486741739,250000,13.980260031615806,2.0,7.26086096138203,58.520794769208415,10000000,20149373,1,1.0
TS_PASS_00112,527,27.98492404309727,2200000000.0,26.55384912773446,125000,5.728359031038346,0.0,7.293453091059063,50.154074374436114,100000000,16725619,0,0.1673
TS_PASS_00113,216,64.25477293077702,437000000.0,16.532766914707807,250000,18.89036175546873,0.0,7.326081854672449,52.772206757477164,5000000000,22001397,0,0.0044
TS_PASS_00114,408,45.644656241812584,2200000000.0,23.252328273257618,250000,3.0024676002721185,0.0,7.786614323120368,57.6729094470102,10000000,5060763,0,0.5061
TS_PASS_00115,589,49.177675456669114,2200000000.0,19.07285294932533,250000,10.852367296736084,0.0,7.39508119427093,42.46348878313274,100000000,16825773,0,0.1683
TS_PASS_00116,244,53.115402356537295,2200000000.0,21.37468942413509,250000,11.694068403004895,0.0,7.43281239051556,36.970945181623605,100000000,7482668,0,0.0748
TS_PASS_00117,539,76.5011429298494,2200000000.0,21.292120772670444,500000,8.416019177532691,2.0,6.717816078787838,56.37636776452837,5000000000,18721877,0,0.0037
TS_PASS_00118,418,68.72709157410384,437000000.0,13.4375050363771,500000,9.064290883745963,0.0,7.5020082908311885,45.661931747916746,10000000,67937073,1,1.0
TS_PASS_00119,533,29.7352383840176,2200000000.0,14.754555022047466,500000,6.183417853908217,0.2,7.291313976742172,48.46896458159678,10000000,3308626,0,0.3309
TS_PASS_00120,269,76.55951311411967,437000000.0,20.62447761314222,125000,7.7650385011789105,2.0,7.146183827513246,65.66268161632343,1000000000,15909962,0,0.0159
TS_PASS_00121,460,40.92678982446581,437000000.0,21.328350925919885,500000,6.571201366552373,1.0,7.102769572516788,36.63094285695312,1000000000,39746765,0,0.0397
TS_PASS_00122,370,34.58520270656221,2200000000.0,17.195663229741644,500000,7.904071496213811,1.0,7.390666726651475,42.20162751545118,5000000000,2470997,0,0.0005
TS_PASS_00123,420,44.11500357202544,437000000.0,12.792206031274802,250000,13.960553403981894,0.5,7.416323783438401,20.688224906625326,100000000,10106625,0,0.1011
TS_PASS_00124,529,30.351641311828125,2200000000.0,19.29443722722717,125000,10.731318754817352,0.0,7.232874476070139,41.08475006004692,10000000,7137838,0,0.7138
TS_PASS_00125,549,14.516949911808952,2200000000.0,15.941655890094262,125000,4.282145742103887,0.2,7.704440016316445,46.71570870256762,1000000000,1697927,0,0.0017
TS_PASS_00126,248,42.783716119933636,437000000.0,19.796216340099974,125000,7.233383663216691,0.2,7.34500757986528,48.53689345441674,1000000000,12201678,0,0.0122
TS_PASS_00127,389,33.23629328987854,437000000.0,15.812766433169466,250000,5.286276352050203,1.0,7.726520471287204,57.86724789032148,5000000000,17061951,0,0.0034
TS_PASS_00128,310,55.35015051416501,437000000.0,22.264555845996846,500000,3.7501646444157064,0.2,7.283933859730767,47.85908755697271,5000000000,46641222,0,0.0093
TS_PASS_00129,560,44.03349908645251,2200000000.0,22.466962295746775,250000,10.163860012119112,0.0,7.652358120638837,30.094319808282343,1000000000,15535623,0,0.0155
TS_PASS_00130,557,49.04330988484507,437000000.0,23.124273960230965,125000,17.7059593702556,1.0,7.416504284825631,42.67105555997997,1000000000,32788227,0,0.0328
TS_PASS_00131,307,59.21550434349812,437000000.0,14.633625061808122,500000,7.3455977469084655,0.2,7.2353917427753345,53.39631698245541,1000000000,44013809,0,0.044
TS_PASS_00132,461,48.66741512687422,2200000000.0,16.035583448155393,250000,10.860127276278604,0.0,7.177674005110624,32.38107682777371,1000000000,4191007,0,0.0042
TS_PASS_00133,236,50.438327382872075,2200000000.0,20.069718503004488,125000,17.438689038684085,0.0,7.649563793727408,40.247399946331804,100000000,7695492,0,0.077
TS_PASS_00134,246,76.64291498371168,437000000.0,20.831014328516762,500000,10.100768189476433,0.5,7.832144757142293,48.25707315281381,5000000000,46206967,0,0.0092
TS_PASS_00135,297,44.36247019904093,2200000000.0,13.684616962184665,500000,5.6514042553966926,0.0,7.032144328266299,48.990127311156435,1000000000,635664,0,0.0006
TS_PASS_00136,343,29.69558470553812,2200000000.0,25.523417877393214,250000,2.376181859974831,1.0,6.949986163613411,58.35300508414112,5000000000,12766346,0,0.0026
TS_PASS_00137,218,33.63343288762425,437000000.0,27.700399308322567,500000,18.571843661467263,0.0,7.519876857308862,40.551331574507074,100000000,48606832,0,0.4861
TS_PASS_00138,232,27.316688492507918,2200000000.0,14.890520102724295,500000,5.352915406482024,0.0,7.582675093441074,46.53671954949132,100000000,1090679,0,0.0109
TS_PASS_00139,526,44.340964951226184,2200000000.0,22.22423977892589,250000,11.269336975536206,0.5,7.2727491482520055,54.43835685612781,5000000000,6574970,0,0.0013
TS_PASS_00140,367,26.28366687570375,437000000.0,26.03642885325125,250000,11.173654133457624,0.0,7.395952754659882,50.65907821443707,100000000,35271932,0,0.3527
TS_PASS_00141,424,35.37358098492254,437000000.0,13.392071409878843,125000,-1.389554732833016,0.0,7.88848719852781,35.613268437789415,1000000000,12332477,0,0.0123
TS_PASS_00142,230,14.679077706597816,437000000.0,20.77218795342651,250000,6.220814305441224,2.0,7.284933465446449,59.39145423181906,5000000000,20452538,0,0.0041
TS_PASS_00143,516,38.77760510649674,437000000.0,15.671562973211667,500000,6.313923348774372,0.0,7.071315694675956,36.803301116577245,10000000,44131088,1,1.0
TS_PASS_00144,305,50.395724180058025,2200000000.0,25.655187756750287,250000,1.7084557355658,0.0,7.685074595084918,47.486391238655514,1000000000,7215329,0,0.0072
TS_PASS_00145,248,27.59971943202882,437000000.0,13.320524278534439,125000,12.919146021705316,0.0,6.907303037775279,14.40759244700401,1000000000,9722842,0,0.0097
TS_PASS_00146,469,39.41120529121292,2200000000.0,12.97039730846984,500000,1.3769062446816784,0.0,7.376382888857523,36.23255371380223,5000000000,1719451,0,0.0003
TS_PASS_00147,301,55.931760770862624,437000000.0,17.3905328418534,250000,3.385361905029044,1.0,7.513521132158517,45.793963774504086,100000000,26362363,0,0.2636
TS_PASS_00148,353,59.222628238189266,2200000000.0,18.54167524928189,250000,15.653082207516753,0.0,7.735201800845796,32.1055305601171,100000000,7371369,0,0.0737
TS_PASS_00149,256,72.05897438725745,2200000000.0,20.056478294677397,250000,9.420186776492091,0.2,7.192502858450773,30.372836544169594,5000000000,11888902,0,0.0024
TS_PASS_00150,550,34.48304572459058,437000000.0,15.98999442260324,125000,3.9103382055521667,0.0,7.314457888282306,44.968572790715534,10000000,23639580,1,1.0
TS_PASS_00151,505,60.10387909426291,437000000.0,27.227272052355644,250000,3.227836875762093,0.0,7.458968142193308,38.56479048755116,100000000,59881120,0,0.5988
TS_PASS_00152,522,25.003256539121992,437000000.0,20.591807163935574,125000,9.276856843395421,0.5,6.6,57.17457745487957,5000000000,23407624,0,0.0047
TS_PASS_00153,564,56.342734644335934,437000000.0,26.53439036298475,250000,-2.4106947065806086,10.0,7.810979309900987,41.72109379536619,10000000,48834446,1,1.0
TS_PASS_00154,508,17.426102401768333,437000000.0,22.41167986451105,250000,5.148697503321756,0.0,7.46438830428473,37.979427622352624,100000000,39810152,0,0.3981
TS_PASS_00155,519,35.6425688143359,2200000000.0,12.617634215344959,250000,9.66070913966514,0.0,7.610505164081244,41.06108684271445,1000000000,7938834,0,0.0079
TS_PASS_00156,396,68.36927390206276,437000000.0,20.441450002965574,250000,14.430725171677459,0.0,7.754770714199635,60.49539777888265,100000000,35847031,0,0.3585
TS_PASS_00157,597,49.768135276763275,2200000000.0,21.103719111481528,125000,3.063776647951933,0.5,7.871957221183019,34.64872084847954,1000000000,14524964,0,0.0145
TS_PASS_00158,336,66.61573696086171,437000000.0,20.123528586107412,125000,7.921377024292146,2.0,7.592586739206377,33.032617136203704,100000000,15730378,0,0.1573
TS_PASS_00159,452,37.06215991512479,437000000.0,20.61126051710022,500000,9.290856504898452,0.5,7.296882498674364,59.33309357877182,5000000000,44812403,0,0.009
TS_PASS_00160,389,62.60155723646841,437000000.0,22.555777292512218,500000,6.142938157350816,1.0,7.140857464068613,50.607125751130695,100000000,72263052,0,0.7226
TS_PASS_00161,438,21.74066778285504,2200000000.0,25.199100704065522,500000,5.447655357183435,0.2,6.816510807421789,46.179661703414595,10000000,17720803,1,1.0
TS_PASS_00162,428,55.02792330825745,437000000.0,25.389859382910394,125000,10.96540877859144,0.5,7.0224047942729975,48.049102366576896,10000000,28342621,1,1.0
TS_PASS_00163,433,15.584057788703307,437000000.0,17.376979092125154,500000,13.479588181015902,0.0,7.338869914182018,54.55324850437104,1000000000,19371771,0,0.0194
TS_PASS_00164,329,53.58714571750747,437000000.0,15.334678575165634,125000,9.233312427183135,0.0,7.28232762020824,54.38879416496675,5000000000,12606800,0,0.0025
TS_PASS_00165,523,38.13124259862868,2200000000.0,16.18619713471589,250000,12.559066983868634,0.0,7.471405603834525,34.69633058259657,100000000,9845178,0,0.0985
TS_PASS_00166,508,53.8212195556434,2200000000.0,12.777556892569462,250000,7.399473788504541,1.0,7.782263516827033,60.26237504548544,1000000000,6175295,0,0.0062
TS_PASS_00167,517,78.74611383960743,2200000000.0,20.047771706616444,125000,9.195109545124833,0.2,7.578675754631895,40.750772590620095,100000000,12575522,0,0.1258
TS_PASS_00168,421,79.19484871432135,437000000.0,20.221641866441054,125000,9.799211422826032,1.0,7.3962739602763925,41.33303303122486,5000000000,28232809,0,0.0056
